hotel_id,hotel_name,location,star_rating,user_rating,number_of_reviews,price_per_night,is_luxury,has_wifi,has_breakfast_included,has_free_ca        ncellation,distance_from_city_center,room_availability,booking_count_last_month,cancellation_rate,amenities_score,total_bookings
H10202,Hotel Kathmandu,Baluwatar,1,6.4,1710,7326,FALSE,FALSE,TRUE,TRUE,5.21,15,545,0.3,2,11990
H10203,Hotel Sagarmatha,Koteshwor,1,8.9,993,2579,FALSE,TRUE,TRUE,TRUE,1.49,9,151,0.14,3,8758
H10204,Hotel Royal,Patan,2,5.3,1297,15509,TRUE,TRUE,TRUE,TRUE,0.4,24,556,0.04,3,17236
H10205,Hotel Sagarmatha,Maharajgunj,1,8.8,1243,15349,FALSE,TRUE,TRUE,TRUE,0.25,11,210,0.08,3,7350
H10206,Hotel Kathmandu,Durbar Marg,2,7.9,532,2960,TRUE,TRUE,TRUE,TRUE,2.17,39,51,0.03,3,3009
H10207,Hotel Boutique,Chabahil,5,7.8,191,8902,FALSE,TRUE,TRUE,TRUE,10.42,54,364,0.39,3,6552
H10208,Hotel Durbar,Maharajgunj,2,7.2,1477,24041,TRUE,TRUE,TRUE,TRUE,6.32,0,428,0.29,3,5992
H10209,Hotel Heritage,Teku,1,6.3,260,15033,FALSE,TRUE,TRUE,TRUE,1.49,8,415,0.24,3,16185
H10210,Hotel Valley,Teku,5,7.2,147,4844,FALSE,TRUE,TRUE,TRUE,10.88,19,489,0.44,3,6357
H10211,Hotel Valley,Thamel,1,7.2,1251,5697,FALSE,TRUE,TRUE,TRUE,6.87,37,529,0.05,3,21160
H10212,Hotel Durbar,Bhaktapur,2,7.8,760,3390,FALSE,TRUE,TRUE,TRUE,0.43,17,496,0.03,3,11408
H10213,Hotel Royal,Kirtipur,3,6.4,463,2419,FALSE,TRUE,TRUE,TRUE,9.18,28,258,0.22,3,8772
H10214,Hotel Valley,Boudha,4,5.4,892,4917,FALSE,TRUE,TRUE,TRUE,5.73,36,506,0.14,3,29348
H10215,Hotel Durbar,Baneshwor,1,5.7,1882,15206,TRUE,TRUE,TRUE,TRUE,6.44,58,211,0.24,3,7807
H10216,Hotel Durbar,Lazimpat,2,8.4,96,13620,FALSE,TRUE,TRUE,TRUE,7.4,48,339,0.45,3,8136
H10217,Hotel Heritage,Lazimpat,5,5.1,1843,12822,TRUE,TRUE,TRUE,TRUE,1.22,11,285,0.23,3,16245
H10218,Hotel Kathmandu,Swayambhu,1,9.1,302,5942,FALSE,TRUE,TRUE,TRUE,11.38,36,89,0.09,3,1068
H10219,Hotel Kathmandu,Jamal,1,8.3,101,9354,FALSE,FALSE,TRUE,TRUE,3.14,31,431,0.4,2,17240
H10220,Hotel Kathmandu,Chabahil,4,8.7,217,24954,FALSE,TRUE,TRUE,TRUE,7.5,11,59,0.2,3,1298
H10221,Hotel Sagarmatha,Sankhamul,2,9,1237,6198,FALSE,TRUE,TRUE,TRUE,10.28,55,589,0.38,3,10602
H10222,Hotel Himalaya,Teku,3,5.6,195,23386,FALSE,TRUE,TRUE,TRUE,4.05,36,477,0.08,3,5247
H10223,Hotel Sagarmatha,Durbar Marg,5,8.9,1118,12271,FALSE,TRUE,TRUE,TRUE,7.57,38,245,0.18,3,7840
H10224,Hotel Durbar,Bhaktapur,2,7.4,1860,22526,FALSE,TRUE,FALSE,TRUE,11.87,11,32,0.02,2,1824
H10225,Hotel Himalaya,Koteshwor,5,9.3,1697,21236,FALSE,TRUE,TRUE,TRUE,10.24,55,417,0.13,3,17514
H10226,Hotel Valley,Teku,1,9.3,165,12030,FALSE,TRUE,TRUE,TRUE,9.37,32,349,0.33,3,12913
H10227,Hotel Annapurna,Jamal,4,5.1,302,17926,FALSE,TRUE,TRUE,TRUE,5.33,55,472,0.15,3,8024
H10228,Hotel Sagarmatha,Sankhamul,4,6.8,542,21362,FALSE,TRUE,TRUE,TRUE,5.47,58,423,0.08,3,19035
H10229,Hotel Sagarmatha,Jamal,3,7.5,170,18816,FALSE,TRUE,TRUE,TRUE,5.88,42,389,0.04,3,4279
H10230,Hotel Heritage,Jamal,4,8.3,1419,9860,FALSE,TRUE,TRUE,TRUE,8.32,31,178,0.31,3,5874
H10231,Hotel Kathmandu,Kirtipur,1,6.4,1518,16762,FALSE,TRUE,TRUE,TRUE,1.82,32,363,0.05,3,11253
H10232,Hotel Boutique,Swayambhu,3,6.2,1536,1968,FALSE,TRUE,TRUE,TRUE,10.35,23,28,0.4,3,672
H10233,Hotel Valley,Bhaktapur,2,6.8,860,6800,FALSE,TRUE,TRUE,TRUE,0.32,30,407,0.19,3,13431
H10234,Hotel Boutique,Thamel,4,7.4,165,22975,FALSE,TRUE,TRUE,TRUE,2.12,46,23,0.16,3,322
H10235,Hotel Kathmandu,Bhaktapur,3,9.6,152,22767,FALSE,TRUE,TRUE,TRUE,5.83,29,57,0.32,3,2052
H10236,Hotel Himalaya,Swayambhu,1,8.7,1802,8470,TRUE,TRUE,TRUE,TRUE,3.1,25,108,0.28,3,4536
H10237,Hotel Sagarmatha,Thamel,5,7.1,1652,5819,FALSE,TRUE,TRUE,FALSE,4.45,1,347,0.49,2,10410
H10238,Hotel Kathmandu,Teku,5,5.3,1317,4235,FALSE,TRUE,TRUE,TRUE,4.06,51,56,0.04,3,1456
H10239,Hotel Sagarmatha,Koteshwor,1,5.8,571,22639,TRUE,TRUE,TRUE,TRUE,3.3,16,373,0.43,3,16412
H10240,Hotel Durbar,Teku,1,7.2,44,17635,FALSE,TRUE,TRUE,TRUE,4.63,0,224,0.3,3,7840
H10241,Hotel Annapurna,Teku,5,8.9,233,5300,FALSE,FALSE,TRUE,TRUE,6.11,51,361,0.44,2,19855
H10242,Hotel Kathmandu,Kirtipur,3,6.8,677,15167,FALSE,FALSE,TRUE,TRUE,5.77,30,429,0.35,2,14586
H10243,Hotel Everest,Baneshwor,5,7.6,402,16661,FALSE,TRUE,TRUE,FALSE,9.76,59,583,0.38,2,17490
H10244,Hotel Valley,Kalanki,1,9.3,417,24793,TRUE,TRUE,TRUE,TRUE,3.77,28,432,0.4,3,8640
H10245,Hotel Annapurna,Baneshwor,4,9.4,1736,12071,TRUE,TRUE,TRUE,TRUE,3.45,10,272,0.02,3,8976
H10246,Hotel Kathmandu,Kirtipur,2,6,1421,4998,FALSE,TRUE,FALSE,TRUE,6.1,44,255,0.42,2,5865
H10247,Hotel Everest,Sankhamul,4,5.2,1729,9982,TRUE,FALSE,TRUE,TRUE,0.67,3,460,0.34,2,15180
H10248,Hotel Everest,Patan,4,6.5,1782,6180,TRUE,TRUE,TRUE,TRUE,1.43,35,435,0.47,3,7830
H10249,Hotel Valley,Bhaktapur,1,8.3,306,13752,FALSE,TRUE,TRUE,TRUE,9.66,7,198,0.08,3,2178
H10250,Hotel Kathmandu,Kalanki,5,9.6,332,6421,FALSE,FALSE,FALSE,TRUE,5.98,35,25,0.46,1,375
H10251,Hotel Annapurna,Lazimpat,3,5.4,1849,18879,FALSE,TRUE,TRUE,TRUE,0.89,46,79,0.43,3,2686
H10252,Hotel Heritage,Sankhamul,4,5.1,1887,14918,TRUE,TRUE,TRUE,TRUE,5.34,20,37,0.12,3,962
H10253,Hotel Himalaya,Kalanki,5,9.2,1521,15316,TRUE,TRUE,TRUE,TRUE,4.84,10,529,0.07,3,6348
H10254,Hotel Everest,Baneshwor,3,8.6,1603,11899,FALSE,TRUE,FALSE,TRUE,3.03,11,211,0.32,2,2954
H10255,Hotel Boutique,Lazimpat,4,9.8,48,14199,FALSE,TRUE,TRUE,FALSE,4.53,25,539,0.34,2,22099
H10256,Hotel Kathmandu,Boudha,3,6.9,514,6378,FALSE,FALSE,TRUE,TRUE,2.34,26,514,0.36,2,29298
H10257,Hotel Heritage,Kirtipur,5,7,1536,16901,FALSE,TRUE,FALSE,TRUE,5.44,33,131,0.42,2,4978
H10258,Hotel Heritage,Boudha,2,5.8,762,3577,FALSE,TRUE,TRUE,TRUE,4.96,9,64,0.28,3,2880
H10259,Hotel Heritage,Kirtipur,5,5.6,1570,22690,FALSE,TRUE,TRUE,TRUE,7.33,58,117,0.15,3,5265
H10260,Hotel Durbar,Lazimpat,1,7.8,1349,9133,FALSE,TRUE,TRUE,TRUE,11.31,57,24,0.43,3,816
H10261,Hotel Annapurna,Kalanki,3,6.7,1529,2235,FALSE,TRUE,TRUE,TRUE,2.31,8,471,0.22,3,17427
H10262,Hotel Everest,Swayambhu,2,5.4,1150,18442,FALSE,TRUE,TRUE,TRUE,5.07,38,106,0.22,3,4664
H10263,Hotel Kathmandu,Sankhamul,3,9.3,1375,16641,FALSE,TRUE,TRUE,TRUE,6.79,12,232,0.25,3,5104
H10264,Hotel Heritage,Patan,3,6,1915,4659,FALSE,FALSE,TRUE,TRUE,6.61,11,303,0.42,2,7272
H10265,Hotel Himalaya,Thamel,4,8.6,249,12847,TRUE,FALSE,TRUE,TRUE,7.97,16,569,0.49,2,33002
H10266,Hotel Himalaya,Baluwatar,1,6.4,696,22752,FALSE,TRUE,TRUE,TRUE,3.29,3,460,0.09,3,16560
H10267,Hotel Royal,Baluwatar,3,8.9,1478,17440,TRUE,TRUE,TRUE,FALSE,7.65,38,198,0.07,2,3960
H10268,Hotel Heritage,Gongabu,5,5.6,1885,11084,FALSE,TRUE,TRUE,TRUE,2.49,27,514,0.15,3,7710
H10269,Hotel Himalaya,Durbar Marg,5,8.6,749,8472,FALSE,TRUE,FALSE,TRUE,1.59,40,474,0.45,2,17064
H10270,Hotel Boutique,Sankhamul,4,5.5,1006,19953,TRUE,TRUE,TRUE,TRUE,10,19,74,0.27,3,3774
H10271,Hotel Everest,Kirtipur,1,7.1,496,21464,FALSE,TRUE,TRUE,TRUE,5.74,6,482,0.01,3,18798
H10272,Hotel Annapurna,Boudha,1,8.5,774,16596,TRUE,TRUE,FALSE,TRUE,4.83,55,228,0.3,2,9576
H10273,Hotel Annapurna,Maharajgunj,5,5.8,1444,23761,FALSE,TRUE,TRUE,TRUE,11.15,7,592,0.28,3,27824
H10274,Hotel Boutique,Baneshwor,2,6.4,1925,19332,FALSE,TRUE,TRUE,FALSE,8.55,34,286,0.05,2,8008
H10275,Hotel Kathmandu,Gongabu,4,9.2,632,17606,FALSE,FALSE,TRUE,TRUE,8.16,28,208,0.08,2,11232
H10276,Hotel Himalaya,Lazimpat,4,9.2,1786,10831,FALSE,TRUE,TRUE,TRUE,2.41,46,204,0.06,3,6324
H10277,Hotel Sagarmatha,Thamel,5,5.2,745,6217,FALSE,TRUE,TRUE,TRUE,2.59,14,282,0.27,3,13536
H10278,Hotel Himalaya,Baluwatar,5,5.8,307,14537,TRUE,TRUE,TRUE,TRUE,5.85,30,191,0.27,3,4202
H10279,Hotel Valley,Kalanki,2,5.6,1085,10949,FALSE,TRUE,FALSE,TRUE,7.86,11,205,0.24,2,2665
H10280,Hotel Royal,Kirtipur,2,5.9,742,10027,FALSE,TRUE,FALSE,TRUE,4.8,20,106,0.23,2,1590
H10281,Hotel Boutique,Bhaktapur,1,9.7,1010,3536,FALSE,TRUE,FALSE,TRUE,0.86,47,208,0.29,2,7904
H10282,Hotel Boutique,Kirtipur,4,7.6,313,3525,FALSE,TRUE,TRUE,TRUE,8.23,15,592,0.33,3,23088
H10283,Hotel Boutique,Thamel,4,7.2,1321,10176,TRUE,TRUE,TRUE,TRUE,9.31,38,313,0.48,3,10642
H10284,Hotel Sagarmatha,Sankhamul,5,9.7,673,18741,TRUE,TRUE,TRUE,TRUE,11.34,31,50,0.28,3,1200
H10285,Hotel Valley,Patan,1,7.7,908,5887,FALSE,TRUE,TRUE,TRUE,4.96,5,187,0.14,3,3927
H10286,Hotel Royal,Jamal,4,8.2,1151,23366,TRUE,TRUE,TRUE,TRUE,3.17,23,150,0.49,3,4500
H10287,Hotel Heritage,Kirtipur,1,6.6,1956,15847,FALSE,TRUE,TRUE,TRUE,11.12,31,277,0.06,3,7479
H10288,Hotel Heritage,Sankhamul,1,6.8,1457,12252,FALSE,TRUE,TRUE,TRUE,8.61,17,547,0.16,3,18598
H10289,Hotel Kathmandu,Swayambhu,5,7.9,800,5477,FALSE,TRUE,TRUE,TRUE,0.86,55,515,0.45,3,24205
H10290,Hotel Boutique,Koteshwor,1,5.3,656,18755,TRUE,TRUE,TRUE,TRUE,7,43,228,0.47,3,3192
H10291,Hotel Royal,Kalanki,2,6.2,218,20608,FALSE,FALSE,TRUE,TRUE,0.44,9,23,0.33,2,483
H10292,Hotel Kathmandu,Gongabu,2,5.9,1160,19258,TRUE,TRUE,TRUE,FALSE,2.8,28,313,0.02,2,18154
H10293,Hotel Boutique,Kirtipur,3,5.1,1326,20745,FALSE,TRUE,TRUE,TRUE,0.94,8,174,0.23,3,6612
H10294,Hotel Boutique,Swayambhu,5,7.6,528,17095,FALSE,TRUE,TRUE,TRUE,2.54,12,488,0.47,3,24888
H10295,Hotel Everest,Jamal,3,7.7,1255,7104,TRUE,TRUE,TRUE,TRUE,5.93,50,552,0.45,3,17112
H10296,Hotel Boutique,Boudha,2,6.8,86,2142,TRUE,TRUE,TRUE,TRUE,3.66,26,350,0.45,3,17150
H10297,Hotel Himalaya,Koteshwor,3,6.3,347,21693,TRUE,TRUE,TRUE,FALSE,1.15,36,216,0.15,2,8640
H10298,Hotel Sagarmatha,Kalanki,5,8.1,872,13726,FALSE,TRUE,TRUE,TRUE,5.84,7,338,0.41,3,19266
H10299,Hotel Sagarmatha,Maharajgunj,5,5.6,1823,7898,FALSE,TRUE,TRUE,TRUE,8.53,52,441,0.34,3,16317
H10300,Hotel Kathmandu,Baluwatar,1,7.5,1879,18972,FALSE,TRUE,TRUE,FALSE,0.73,1,41,0.45,2,2296
H10301,Hotel Himalaya,Boudha,4,8.7,1883,13177,FALSE,TRUE,TRUE,TRUE,10.6,41,233,0.32,3,7456
H10302,Hotel Annapurna,Chabahil,1,5.8,1772,13916,FALSE,TRUE,TRUE,TRUE,7.87,3,79,0.19,3,4345
H10303,Hotel Sagarmatha,Durbar Marg,5,8.6,922,22382,TRUE,TRUE,TRUE,TRUE,6.28,9,586,0.32,3,34574
H10304,Hotel Annapurna,Chabahil,2,8.7,1308,10662,TRUE,TRUE,FALSE,TRUE,4.82,13,420,0.19,2,10500
H10305,Hotel Valley,Bhaktapur,2,5.3,1896,13106,FALSE,TRUE,TRUE,TRUE,4.78,24,421,0.01,3,20629
H10306,Hotel Himalaya,Koteshwor,1,5.1,816,13682,TRUE,TRUE,FALSE,TRUE,4.09,40,434,0.41,2,18228
H10307,Hotel Annapurna,Bhaktapur,5,9.7,1150,5342,FALSE,TRUE,TRUE,TRUE,1.48,13,341,0.43,3,16368
H10308,Hotel Everest,Bhaktapur,2,5.9,1325,16240,TRUE,TRUE,TRUE,FALSE,1.04,9,486,0.38,2,6318
H10309,Hotel Royal,Swayambhu,5,8.9,1304,4362,FALSE,TRUE,TRUE,TRUE,3.78,7,426,0.12,3,6390
H10310,Hotel Heritage,Chabahil,2,7.7,1480,15583,FALSE,FALSE,TRUE,TRUE,8.04,5,195,0.08,2,10920
H10311,Hotel Boutique,Bhaktapur,5,6.3,1190,2636,FALSE,TRUE,TRUE,TRUE,3.53,4,240,0.09,3,4800
H10312,Hotel Heritage,Baneshwor,3,5.6,581,15934,FALSE,TRUE,TRUE,TRUE,9.77,20,484,0.26,3,9196
H10313,Hotel Kathmandu,Thamel,5,7.4,1217,12104,FALSE,TRUE,TRUE,TRUE,4.63,48,27,0.14,3,1080
H10314,Hotel Everest,Baneshwor,5,7,433,23611,FALSE,TRUE,TRUE,TRUE,7.61,22,288,0.44,3,4608
H10315,Hotel Sagarmatha,Bhaktapur,1,8.4,1689,16108,TRUE,TRUE,TRUE,TRUE,5.24,36,148,0.28,3,3404
H10316,Hotel Kathmandu,Bhaktapur,3,9.3,682,18628,FALSE,TRUE,TRUE,TRUE,6.02,18,529,0.23,3,7935
H10317,Hotel Kathmandu,Jamal,4,8.9,1634,12929,FALSE,TRUE,TRUE,TRUE,3.08,52,387,0.44,3,17802
H10318,Hotel Heritage,Swayambhu,1,6.3,1049,11789,FALSE,TRUE,TRUE,TRUE,6.22,48,501,0.05,3,28056
H10319,Hotel Himalaya,Durbar Marg,4,9.2,935,24298,FALSE,TRUE,TRUE,TRUE,1.42,19,156,0.44,3,4212
H10320,Hotel Sagarmatha,Boudha,2,9,1794,14268,FALSE,TRUE,FALSE,TRUE,4.7,9,490,0.4,2,20580
H10321,Hotel Kathmandu,Durbar Marg,4,9.5,107,22690,FALSE,TRUE,TRUE,TRUE,5.43,17,100,0.35,3,3900
H10322,Hotel Boutique,Maharajgunj,5,7.2,1995,11704,FALSE,FALSE,TRUE,TRUE,8.48,19,311,0.06,2,9019
H10323,Hotel Sagarmatha,Kalanki,4,8.7,1649,5514,FALSE,TRUE,TRUE,TRUE,4.86,47,542,0.04,3,20054
H10324,Hotel Royal,Koteshwor,1,7.8,309,15422,FALSE,FALSE,TRUE,TRUE,8.02,10,431,0.09,2,22412
H10325,Hotel Himalaya,Jamal,1,6.5,756,16540,FALSE,TRUE,TRUE,TRUE,2.18,14,83,0.14,3,830
H10326,Hotel Valley,Patan,4,9.8,1455,19742,FALSE,TRUE,FALSE,TRUE,0.4,31,84,0.31,2,2184
H10327,Hotel Sagarmatha,Teku,1,5.2,1340,6615,TRUE,TRUE,TRUE,FALSE,6.12,10,5,0.05,2,175
H10328,Hotel Annapurna,Boudha,1,5.8,1989,18652,FALSE,TRUE,FALSE,TRUE,5.74,51,32,0.1,2,864
H10329,Hotel Kathmandu,Thamel,4,9.3,283,15840,FALSE,TRUE,FALSE,TRUE,8.07,28,532,0.11,2,25004
H10330,Hotel Annapurna,Patan,3,5.3,270,3376,TRUE,TRUE,TRUE,TRUE,3.83,39,227,0.34,3,7491
H10331,Hotel Himalaya,Jamal,3,9.3,1272,20480,FALSE,FALSE,TRUE,TRUE,0.46,38,404,0.18,2,10908
H10332,Hotel Everest,Jamal,2,8.4,945,21019,FALSE,TRUE,TRUE,TRUE,8.71,0,47,0.14,3,2256
H10333,Hotel Annapurna,Thamel,1,5.2,1807,17945,TRUE,TRUE,TRUE,TRUE,11.31,46,28,0.02,3,1568
H10334,Hotel Kathmandu,Patan,4,7.1,341,12641,FALSE,TRUE,TRUE,TRUE,4.79,26,61,0.06,3,1464
H10335,Hotel Boutique,Thamel,1,8.6,124,16232,FALSE,TRUE,TRUE,TRUE,7.37,34,177,0.28,3,7965
H10336,Hotel Boutique,Lazimpat,5,7.8,277,12558,FALSE,TRUE,TRUE,TRUE,6.58,7,273,0.32,3,9555
H10337,Hotel Kathmandu,Boudha,1,9.5,21,12315,FALSE,TRUE,TRUE,FALSE,6.84,11,304,0.37,2,12464
H10338,Hotel Heritage,Kalanki,1,9.2,82,12083,TRUE,TRUE,TRUE,TRUE,10.42,27,545,0.25,3,15805
H10339,Hotel Himalaya,Durbar Marg,3,6.6,1025,24255,FALSE,TRUE,TRUE,TRUE,8.86,47,155,0.14,3,2325
H10340,Hotel Heritage,Kirtipur,4,5.4,883,3504,TRUE,TRUE,TRUE,TRUE,9.26,18,505,0.15,3,18180
H10341,Hotel Kathmandu,Boudha,1,9.5,415,24405,TRUE,TRUE,TRUE,TRUE,1.17,28,598,0.33,3,10166
H10342,Hotel Royal,Thamel,3,7.5,1850,23355,FALSE,TRUE,TRUE,TRUE,1.85,53,194,0.22,3,9312
H10343,Hotel Kathmandu,Thamel,2,5.4,187,11068,FALSE,TRUE,TRUE,TRUE,7.99,41,481,0.09,3,14911
H10344,Hotel Valley,Patan,3,8.9,781,21481,TRUE,TRUE,TRUE,TRUE,6.53,41,165,0.01,3,7590
H10345,Hotel Valley,Sankhamul,3,9.2,955,10684,FALSE,TRUE,TRUE,TRUE,9.31,17,131,0.14,3,6157
H10346,Hotel Heritage,Gongabu,3,8.1,1292,10321,FALSE,TRUE,TRUE,TRUE,1.21,33,537,0.38,3,8592
H10347,Hotel Heritage,Durbar Marg,1,7.1,409,11455,TRUE,FALSE,FALSE,TRUE,6.84,50,290,0.34,1,5220
H10348,Hotel Himalaya,Swayambhu,1,8.2,279,14064,FALSE,TRUE,FALSE,TRUE,5.88,18,401,0.06,2,17243
H10349,Hotel Boutique,Boudha,2,8.4,1865,7822,FALSE,TRUE,TRUE,TRUE,10.27,23,521,0.23,3,29697
H10350,Hotel Everest,Chabahil,5,9.3,1665,23262,TRUE,TRUE,FALSE,TRUE,2.33,33,68,0.08,2,2924
H10351,Hotel Royal,Koteshwor,5,9.6,1714,21893,FALSE,TRUE,TRUE,TRUE,4.25,31,169,0.24,3,6253
H10352,Hotel Durbar,Bhaktapur,5,7.5,495,13497,FALSE,TRUE,FALSE,TRUE,1.89,1,336,0.06,2,6048
H10353,Hotel Boutique,Baneshwor,2,8.8,1613,15251,TRUE,TRUE,TRUE,TRUE,5.48,31,272,0.34,3,10608
H10354,Hotel Kathmandu,Gongabu,5,9.6,68,23570,FALSE,TRUE,TRUE,TRUE,10.59,7,318,0.3,3,14946
H10355,Hotel Everest,Chabahil,5,5.7,651,11377,FALSE,TRUE,TRUE,TRUE,8.08,44,472,0.14,3,23600
H10356,Hotel Himalaya,Boudha,3,5.1,896,20944,TRUE,TRUE,FALSE,TRUE,8.96,52,98,0.5,2,3920
H10357,Hotel Sagarmatha,Kalanki,1,9.2,275,6679,FALSE,TRUE,TRUE,TRUE,1.21,8,584,0.3,3,9928
H10358,Hotel Boutique,Lazimpat,1,5.9,84,20069,TRUE,TRUE,TRUE,TRUE,5.48,22,395,0.14,3,6715
H10359,Hotel Boutique,Sankhamul,3,5.2,1123,7612,FALSE,TRUE,TRUE,TRUE,10.08,54,387,0.19,3,17802
H10360,Hotel Everest,Kirtipur,3,5.8,514,22205,TRUE,TRUE,TRUE,TRUE,10.07,28,130,0.46,3,2990
H10361,Hotel Kathmandu,Sankhamul,3,6.8,366,17272,FALSE,TRUE,TRUE,TRUE,11.86,6,117,0.11,3,2106
H10362,Hotel Boutique,Patan,1,6.1,163,2412,FALSE,TRUE,TRUE,FALSE,6.36,4,406,0.11,2,21112
H10363,Hotel Everest,Thamel,5,6.5,1933,18605,FALSE,TRUE,TRUE,TRUE,0.12,39,205,0.29,3,8815
H10364,Hotel Annapurna,Lazimpat,3,9.7,1251,3249,TRUE,TRUE,TRUE,TRUE,10.8,31,596,0.17,3,20264
H10365,Hotel Heritage,Patan,2,8.4,495,3239,FALSE,TRUE,FALSE,TRUE,11.48,39,577,0.16,2,10386
H10366,Hotel Valley,Sankhamul,3,8.4,1573,21586,TRUE,TRUE,TRUE,TRUE,11.14,2,554,0.21,3,6648
H10367,Hotel Heritage,Baneshwor,4,5.5,1163,8873,FALSE,TRUE,TRUE,TRUE,9.29,9,68,0.42,3,3196
H10368,Hotel Kathmandu,Patan,3,8.5,75,13614,TRUE,TRUE,TRUE,TRUE,2.62,39,54,0.42,3,2214
H10369,Hotel Annapurna,Teku,1,8.5,1177,24277,FALSE,TRUE,TRUE,FALSE,1.75,52,266,0.34,2,9576
H10370,Hotel Boutique,Maharajgunj,3,8.2,389,9835,FALSE,TRUE,TRUE,TRUE,8.44,28,185,0.29,3,3515
H10371,Hotel Royal,Boudha,4,6.1,1346,22787,FALSE,TRUE,TRUE,TRUE,1.77,44,503,0.02,3,5533
H10372,Hotel Heritage,Thamel,2,7,416,15803,FALSE,TRUE,TRUE,TRUE,11.44,18,509,0.29,3,13743
H10373,Hotel Himalaya,Kalanki,5,9.1,1440,13795,FALSE,TRUE,TRUE,TRUE,5.41,24,386,0.48,3,18914
H10374,Hotel Heritage,Thamel,3,8.2,286,15441,FALSE,TRUE,TRUE,TRUE,0.47,19,464,0.42,3,15312
H10375,Hotel Durbar,Kalanki,4,8.5,624,16653,FALSE,TRUE,FALSE,TRUE,1.89,46,371,0.08,2,11872
H10376,Hotel Royal,Maharajgunj,4,7.8,1442,6185,FALSE,TRUE,TRUE,TRUE,3.56,37,319,0.49,3,15950
H10377,Hotel Durbar,Jamal,2,7.2,323,21674,FALSE,TRUE,FALSE,TRUE,8.47,45,410,0.12,2,23780
H10378,Hotel Durbar,Boudha,1,8.6,558,14499,FALSE,TRUE,TRUE,TRUE,8.87,9,425,0.07,3,4675
H10379,Hotel Himalaya,Baluwatar,3,5.3,1282,21526,FALSE,TRUE,TRUE,TRUE,2.63,50,596,0.15,3,29800
H10380,Hotel Annapurna,Baneshwor,4,8.2,1978,10577,FALSE,TRUE,FALSE,FALSE,7.82,10,526,0.08,1,22618
H10381,Hotel Durbar,Kalanki,2,9.8,470,8152,FALSE,FALSE,TRUE,FALSE,0.48,13,482,0.12,1,17352
H10382,Hotel Royal,Jamal,5,8.7,408,19968,TRUE,TRUE,TRUE,TRUE,1.32,50,593,0.16,3,33208
H10383,Hotel Heritage,Patan,4,6.4,1701,18985,FALSE,TRUE,TRUE,TRUE,6.47,30,62,0.3,3,2728
H10384,Hotel Kathmandu,Chabahil,2,6.3,460,14798,FALSE,TRUE,TRUE,TRUE,8.48,4,478,0.31,3,8126
H10385,Hotel Royal,Bhaktapur,1,8.2,480,22326,FALSE,TRUE,TRUE,TRUE,10.98,42,265,0.27,3,4240
H10386,Hotel Valley,Patan,1,9.3,1677,23082,FALSE,TRUE,TRUE,TRUE,5.31,27,151,0.16,3,3322
H10387,Hotel Everest,Kalanki,4,7.8,1592,18191,FALSE,TRUE,TRUE,TRUE,1.53,18,597,0.48,3,12537
H10388,Hotel Heritage,Patan,4,7.5,1467,11851,FALSE,TRUE,TRUE,TRUE,11.15,32,376,0.16,3,8272
H10389,Hotel Himalaya,Baneshwor,3,5.8,965,24729,FALSE,TRUE,TRUE,FALSE,5.31,1,120,0.21,2,3120
H10390,Hotel Durbar,Baluwatar,2,8.4,1479,9306,TRUE,TRUE,TRUE,TRUE,6.02,53,427,0.22,3,10248
H10391,Hotel Kathmandu,Durbar Marg,4,8.4,716,20111,TRUE,FALSE,TRUE,TRUE,10.27,28,127,0.02,2,2921
H10392,Hotel Durbar,Gongabu,3,9.6,112,13918,FALSE,TRUE,TRUE,TRUE,7.07,17,5,0.22,3,140
H10393,Hotel Himalaya,Patan,3,6.4,337,13484,FALSE,TRUE,TRUE,TRUE,3.69,45,341,0.18,3,15004
H10394,Hotel Royal,Baluwatar,4,8.6,1716,13093,FALSE,TRUE,TRUE,TRUE,6.54,9,112,0.04,3,3024
H10395,Hotel Valley,Durbar Marg,1,7.1,610,9165,TRUE,TRUE,TRUE,TRUE,7.54,55,407,0.41,3,10582
H10396,Hotel Everest,Lazimpat,2,7.7,255,16084,TRUE,TRUE,TRUE,TRUE,10.69,37,543,0.36,3,15747
H10397,Hotel Valley,Boudha,2,8.9,1091,11920,FALSE,TRUE,TRUE,TRUE,2.89,14,149,0.15,3,5066
H10398,Hotel Heritage,Bhaktapur,1,6.1,114,15327,FALSE,TRUE,TRUE,TRUE,6.76,21,443,0.14,3,20378
H10399,Hotel Royal,Maharajgunj,4,6.6,701,21555,FALSE,TRUE,TRUE,TRUE,11.05,26,569,0.45,3,18208
H10400,Hotel Everest,Teku,2,8.7,981,13574,FALSE,TRUE,TRUE,TRUE,0.64,26,85,0.1,3,2720
H10401,Hotel Sagarmatha,Gongabu,4,7.7,1102,2568,TRUE,TRUE,TRUE,TRUE,2.42,21,398,0.44,3,7960
H10402,Hotel Valley,Bhaktapur,4,5.4,1002,18125,TRUE,TRUE,FALSE,TRUE,4.22,20,98,0.05,2,5390
H10403,Hotel Durbar,Maharajgunj,3,7.1,1335,10922,TRUE,TRUE,TRUE,TRUE,8.17,30,162,0.42,3,4698
H10404,Hotel Boutique,Boudha,1,7.8,162,23821,FALSE,TRUE,TRUE,TRUE,10.12,33,542,0.28,3,8672
